experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 22.99392022705846, 22.99392022705846, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0091, 2025-04-11 17:30, , 91, 23.050585224217308, 23.050585224217308, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0092, 2025-04-22 11:30, , 92, 23.199273866658395, 23.199273866658395, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0093, 2025-04-26 11:30, , 93, 22.59239210975399, 22.59239210975399, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0094, 2025-04-26 17:30, , 94, 23.305807785321427, 23.305807785321427, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0095, 2025-05-03 17:30, , 95, 23.08095581814466, 23.08095581814466, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0096, 2025-05-10 12:30, , 96, 22.820311368670733, 22.820311368670733, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0097, 2025-05-17 12:30, , 97, 23.148886962695013, 23.148886962695013, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0098, 2025-05-19 14:30, , 98, 23.537532963929145, 23.537532963929145, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0099, 2025-05-20 14:30, , 99, 23.77395894631209, 23.77395894631209, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0100, 2025-05-20 14:30, , 100, 23.146333343710157, 23.146333343710157, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0101, 2025-05-21 12:30, , 101, 23.32548455501503, 23.32548455501503, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0102, 2025-05-26 17:30, , 102, 23.29610607772277, 23.29610607772277, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0103, 2025-05-28 14:30, , 103, 23.36095950897024, 23.36095950897024, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0104, 2025-06-01 11:30, , 104, 22.964098350740073, 22.964098350740073, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0105, 2025-06-18 12:30, , 105, 22.937930820763082, 22.937930820763082, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0106, 2025-06-22 14:30, , 106, 23.191972565010886, 23.191972565010886, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0107, 2025-06-24 11:30, , 107, 23.45550235974758, 23.45550235974758, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0108, 2025-07-04 14:30, , 108, 22.9697020171806, 22.9697020171806, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0109, 2025-07-09 13:30, , 109, 22.88944274193368, 22.88944274193368, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0110, 2025-07-22 17:30, , 110, 23.526288289748365, 23.526288289748365, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0111, 2025-07-28 17:30, , 111, 23.052924683502482, 23.052924683502482, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0113, 2025-07-29 13:30, , 112, 23.033618686132296, 23.033618686132296, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0112, 2025-07-29 14:30, , 113, 22.69245988299609, 22.69245988299609, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0114, 2025-08-03 14:30, , 114, 23.891457149925227, 23.891457149925227, 23.1904836473656, 23.891005839385194, 22.489961455346005, , hi, limit, extracted 2023-11-20, 1-3s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0115, 2025-08-22 16:30, , 115, 23.491801441009915, 23.491801441009915, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0116, 2025-08-23 16:30, , 116, 22.967891683429098, 22.967891683429098, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0117, 2025-08-26 17:30, , 117, 23.18994545236656, 23.18994545236656, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0118, 2025-09-03 15:30, , 118, 23.18071254711869, 23.18071254711869, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0119, 2025-09-05 16:30, , 119, 23.384744831090888, 23.384744831090888, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0120, 2025-09-16 16:30, , 120, 23.266179938039627, 23.266179938039627, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0121, 2025-09-26 14:30, , 121, 22.958287899945287, 22.958287899945287, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0122, 2025-09-27 12:30, , 122, 23.461330284421624, 23.461330284421624, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0123, 2025-09-29 12:30, , 123, 22.846798983011546, 22.846798983011546, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0124, 2025-10-15 13:30, , 124, 22.797947681032053, 22.797947681032053, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0125, 2025-10-16 12:30, , 125, 23.403527407685196, 23.403527407685196, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0126, 2025-10-25 11:30, , 126, 23.184763229132976, 23.184763229132976, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0127, 2025-10-29 14:30, , 127, 23.17706159417789, 23.17706159417789, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0128, 2025-11-08 15:30, , 128, 23.078900472981193, 23.078900472981193, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0129, 2025-11-09 14:30, , 129, 23.25086144334267, 23.25086144334267, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0130, 2025-11-16 10:30, , 130, 22.93207895515833, 22.93207895515833, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0131, 2025-11-17 15:30, , 131, 23.357682849746826, 23.357682849746826, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0133, 2025-11-20 10:30, , 132, 23.795943661131588, 23.795943661131588, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0132, 2025-11-20 12:30, , 133, 23.065869305622286, 23.065869305622286, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0134, 2025-11-21 10:30, , 134, 22.978210363523903, 22.978210363523903, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0135, 2025-11-22 14:30, , 135, 22.870782258157572, 22.870782258157572, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0136, 2025-12-03 13:30, , 136, 22.614535619652784, 22.614535619652784, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0137, 2025-12-07 14:30, , 137, 22.792321163101818, 22.792321163101818, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0138, 2025-12-18 16:30, , 138, 23.145920498504402, 23.145920498504402, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0139, 2025-12-20 14:30, , 139, 23.050242869981375, 23.050242869981375, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0140, 2025-12-31 11:30, , 140, 22.987443478897326, 22.987443478897326, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0141, 2026-01-06 10:30, , 141, 23.176930060597595, 23.176930060597595, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0142, 2026-01-11 14:30, , 142, 22.489463203963755, 22.489463203963755, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0143, 2026-01-14 10:30, , 143, 23.492083629403865, 23.492083629403865, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0144, 2026-01-20 16:30, , 144, 23.05837679883055, 23.05837679883055, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0145, 2026-01-22 11:30, , 145, 22.766792833292754, 22.766792833292754, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0146, 2026-02-02 10:30, , 146, 22.905606815884777, 22.905606815884777, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0147, 2026-02-04 14:30, , 147, 23.49612695963166, 23.49612695963166, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0148, 2026-02-16 10:30, , 148, 23.04263847569157, 23.04263847569157, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0149, 2026-02-21 15:30, , 149, 23.350930486813123, 23.350930486813123, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0150, 2026-02-23 16:30, , 150, 22.891763522541904, 22.891763522541904, 23.082128487289765, 23.926985518307113, 22.237271456272417, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
