experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.465-510, bg_median.533-580, plateau_median.465-510, plateau_median.533-580, heat_rate, cool_rate, overshoot, settling, transition.95→60 °C, transition.60→72 °C, transition.72→95 °C, transition.72→40 °C, hold_temp.mean, hold_temp.sd, hold_temp.n, lamp_ref.465-510, lamp_ref.533-580, lamp_drift.465-510, lamp_drift.533-580, exposure.465-510, exposure.533-580, chan_switch, cycle_sd, invalid_acq.bad, invalid_acq.n, templog_late.bad, templog_late.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, call_disagree.bad, call_disagree.n, rep_sd, rowcol, manual_rate.bad, manual_rate.n, copied.count, findings.count, pc_cq.35S | DEMO-CRM, pc_cq.T-NOS | DEMO-CRM, pc_cq.HMG | DEMO-CRM, pc_batch.35S | DEMO-CRM, pc_batch.T-NOS | DEMO-CRM, pc_batch.HMG | DEMO-CRM, pc_amplitude.35S | DEMO-CRM, pc_amplitude.T-NOS | DEMO-CRM, pc_amplitude.HMG | DEMO-CRM, ntc_rate.bad, ntc_rate.n
DEMO_LC2_HIST_0031, 2025-11-10 14:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.31135456798408, 0.3231309314026981, 1695.4394362923915, 1601.5105428516956, 2162.8499312421573, 1259.6354775830805, 4.751040000000001, 2.44824, 5.43, 4.54, 15.333978332000479, 2.4510288853677733, 4.924080416492259, 16.046346938195168, -0.4392240666138611, 0.03056834227407987, 45, 6899, 11906, -1.3057008350005843, -1.5865101361796747, 282, 266, 1037, 26.70948831478345, 0, 135, 17, 8122, 0, 12, 0, 8, 0, 2, 0.15936603879293998, 0.46854784386383364, 0, 28, 0, 110, 32.981856461367435, 31.151237830557342, 23.45548477564634, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1317.1415911149675, 1450.9161135345244, 1261.8869144113803, 0, 6
DEMO_LC2_HIST_0032, 2025-11-16 11:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.34673866613102, -0.8449092244897076, 1740.7719213967396, 1844.4156343211878, 2289.081185148693, 2265.379633405563, 4.76316, 2.3755200000000003, 5.4, 4.54, 15.255331644648011, 2.4512851421557733, 4.826375790846146, 16.289614979877108, -0.4341831095831989, 0.03243412909802767, 45, 6841, 11891, -1.5492674959872765, -1.2897663373829007, 279, 356, 1037, 19.499988962277637, 1, 135, 19, 8121, 0, 12, 1, 8, 0, 4, 0.3556257965832395, 0.1852472234306772, 0, 28, 0, 129, 32.57990236408768, 30.68367709577787, 23.179622516039597, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1848.8658246266873, 1332.019584650698, 1566.8887009737039, 0, 6
DEMO_LC2_HIST_0033, 2025-11-18 15:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.75329149546383, 0.3687964012788255, 1748.2540576691474, 1893.6108788009146, 2379.1130702292135, 1714.0938572666914, 4.7571, 2.44218, 5.41, 4.54, 15.296351298411587, 2.452989588678602, 4.90522174415936, 16.192424912541167, -0.4268122087543055, 0.02808304591310628, 45, 6873, 11857, -0.8835619123384152, -1.490062692720378, 293, 293, 1037, 25.77576929189879, 0, 135, 12, 8121, 0, 12, 0, 8, 0, 4, 0.14607301061914962, 0.18418877458156863, 0, 28, 0, 133, 32.810731750755565, 31.407031988187477, 23.137566986348382, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1236.0466117518713, 1544.9978604217308, 1615.5084895093173, 0, 6
DEMO_LC2_HIST_0034, 2025-11-20 10:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.21711714756032, -0.33525362700006434, 1570.5251804987731, 2095.306035657687, 2461.204266194889, 2302.73440838465, 4.77528, 2.3755200000000003, 5.44, 4.54, 15.291716529592412, 2.4451009868382805, 4.840077500356075, 16.405075488122268, -0.42076530960285036, 0.03209239992981184, 45, 6841, 11903, -1.998864502507641, -1.2133772669408782, 259, 316, 1034, 32.74197823523055, 1, 135, 9, 8122, 0, 12, 0, 8, 0, 2, 0.09893613949683434, 0.48164247579151087, 0, 28, 0, 118, 32.759132246269495, 31.45623948191331, 23.353735795687665, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1547.2249340787048, 1616.0616436907237, 1550.1652340816222, 0, 6
DEMO_LC2_HIST_0035, 2025-11-21 13:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.34329897287019, 1.0794920423000234, 1606.6597878878651, 1554.9710486955382, 2479.431602916753, 2006.193342551332, 4.76316, 2.39976, 5.37, 4.54, 15.27644341509907, 2.439273477332594, 4.8286611804745485, 16.079570940296687, -0.4389957377205879, 0.02877934097384179, 45, 6880, 11854, -1.4487404281356768, -1.3473155641143282, 267, 292, 1030, 14.4096305827643, 1, 135, 14, 8105, 2, 12, 0, 8, 0, 4, 0.23805573290911503, 0.4581323182420541, 1, 28, 1, 110, 32.919974983194614, 30.925353591069083, 22.989797452011025, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1476.1492022908772, 1597.6952054716585, 1412.457270305457, 0, 6
DEMO_LC2_HIST_0036, 2025-11-22 16:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.41163841214741, -0.7993694776326036, 1652.9098769643629, 1214.4627049810645, 2014.9715942555301, 2218.8578376202217, 4.78134, 2.424, 5.32, 4.54, 15.265573120239251, 2.4504657980665767, 4.842947858070636, 16.159411629313162, -0.4197389585964344, 0.029933797844921506, 45, 6880, 11904, -1.47817586475865, -1.4872538535841362, 287, 216, 1042, 70.70202595540323, 0, 135, 18, 8118, 0, 12, 0, 8, 0, 2, 0.1663260502893064, 0.35247539035833486, 0, 28, 0, 119, 33.16976008381677, 31.8085121284244, 23.17020719031557, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1614.1082461355077, 1368.5509096244657, 1562.2063029188123, 0, 6
DEMO_LC2_HIST_0037, 2025-11-23 16:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.42880209942749, 0.06360179208790044, 1590.5039140228703, 1813.5960167464589, 2838.4170634803127, 2202.3920245024333, 4.751040000000001, 2.3755200000000003, 5.4, 4.54, 15.265861540167172, 2.4509537796380916, 4.8528759871304, 16.198842017367085, -0.42555473280608663, 0.025362676317365412, 45, 6846, 11917, -1.3900580205169515, -1.9094426000209543, 284, 253, 1029, 36.46702459185668, 0, 135, 16, 8121, 1, 12, 0, 8, 0, 6, 0.14930831665119212, 0.21160113578050954, 0, 28, 0, 103, 33.32734721433104, 31.52225989493437, 22.818159631626497, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1703.8762090199211, 1532.5742267765527, 1672.2805806895183, 1, 6
DEMO_LC2_HIST_0038, 2025-12-06 15:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 69.01325460226435, -1.1190160851798412, 1629.8382686048062, 1895.8031158772567, 2400.4630837245463, 2646.2451959043547, 4.8177, 2.49066, 5.38, 4.54, 15.279479971461042, 2.437173338124322, 4.852406068272109, 16.08024004034213, -0.4341623050538095, 0.02680529657166375, 45, 6817, 11832, -0.9920496466619018, -1.0172586105122368, 263, 280, 1031, 79.61679653851189, 1, 135, 20, 8105, 0, 12, 0, 8, 0, 4, 0.44974285682510995, 0.45745802135080227, 0, 28, 1, 107, 33.07979761543678, 31.18121976177154, 23.336138553273944, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1452.2276369648202, 1399.696654291064, 1473.1471005782169, 0, 6
DEMO_LC2_HIST_0039, 2025-12-16 10:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.59623389092928, -0.2169586235546721, 1940.5697575928932, 1697.5148829215818, 2033.7959763763329, 2303.728240591926, 4.751040000000001, 2.49066, 5.44, 4.54, 15.225879741176728, 2.450643214481724, 4.846582281762188, 16.2396649525931, -0.43423722432896544, 0.021954746284146613, 45, 6816, 11918, -1.863577598771528, -1.3193305832915185, 281, 273, 1037, 25.069701422321554, 0, 135, 24, 8105, 0, 12, 0, 8, 0, 4, 0.31215148155340994, 0.45752769959179346, 0, 28, 0, 100, 33.181543059266495, 31.925475512476662, 22.97558627103675, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1242.9396120874912, 1440.0736841790092, 1446.0487367491749, 1, 6
DEMO_LC2_HIST_0040, 2025-12-20 11:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.60299043462649, 0.6639309670101148, 2003.7922051753355, 1687.685038298305, 2681.0689215806497, 1955.057995626942, 4.751040000000001, 2.424, 5.38, 4.54, 15.241449878953373, 2.4544819571910197, 4.883010872274279, 15.889459530847269, -0.4398360207472111, 0.029243331139782523, 45, 6868, 11920, -1.4409774380868954, -1.5257532260751467, 262, 358, 1030, 35.96657307526029, 0, 135, 11, 8122, 1, 12, 0, 8, 0, 4, 0.12651732102080074, 0.021941657290819757, 0, 28, 0, 99, 33.14334575875977, 30.863436444091352, 22.639507107293678, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1371.3580015516611, 1337.5453017260702, 1164.9046954074079, 0, 6
DEMO_LC2_HIST_0041, 2025-12-22 13:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 68.48190773321761, 0.41677320737024376, 1697.9163728265116, 1950.590757035743, 1830.336905508947, 1893.0685051029225, 4.751040000000001, 2.41188, 5.37, 4.54, 15.242925788920017, 2.445019373707875, 4.864334918328247, 16.030101757481418, -0.42631589106491413, 0.03134308816179436, 45, 6845, 11896, -2.279280990178329, -1.3267891590746397, 280, 262, 1043, 53.921330246212236, 1, 135, 19, 8121, 1, 12, 0, 8, 0, 4, 0.21121693949499748, 0.18585339214246563, 0, 28, 0, 129, 32.731145440611044, 31.179618475105563, 23.307797632878074, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1658.9935113531105, 1703.7687969554552, 1673.8599116965327, 0, 6
DEMO_LC2_HIST_0042, 2026-01-04 11:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.4022991871896, -0.18637862357777835, 1645.5410068035264, 1981.937461411497, 2427.9960954784674, 1882.1974163282912, 4.71468, 2.36946, 5.39, 4.54, 15.216747651196528, 2.42214813876764, 4.819946923284964, 15.871553414271139, -0.4334387252181612, 0.03367563791648317, 45, 6841, 11846, -1.8285271250947306, -1.4588779992824354, 327, 249, 1047, 23.08110138155106, 1, 135, 17, 8128, 0, 12, 0, 8, , , 0.4698078138022347, 0.5238626297376069, 0, 28, 1, 119, 32.981596206675164, 30.86338655963987, 22.908682034423816, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1552.7868158417446, 1707.6068419164717, 1522.4990796059221, 1, 6
DEMO_LC2_HIST_0043, 2026-01-05 12:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.87582564713607, 0.5439607842018058, 1667.9116913134183, 1835.5933434456335, 2423.214992649541, 1909.5227994373122, 4.76922, 2.41188, 5.41, 4.54, 15.200493557287071, 2.4285168343619308, 4.834501571487171, 15.901621890452386, -0.43381838778568754, 0.034143704684287374, 45, 6897, 11928, -1.6310725476875108, -1.3156440338714992, 305, 272, 1047, 28.269623956642, 0, 135, 13, 8122, 1, 12, 0, 8, 0, 2, 0.10062637863827498, 0.47163955562767074, 0, 28, 1, 118, 32.61438527017161, 30.787811750991978, 22.78683457775364, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1514.1456384374808, 1616.4470429490457, 1582.4412437231583, 0, 6
DEMO_LC2_HIST_0044, 2026-01-06 15:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 68.6030703964854, 0.7150497850073547, 1146.5125890072406, 1225.4629588264163, 1880.371606263353, 2111.37168318649, 4.77528, 2.38764, 5.48, 4.54, 15.21221466933197, 2.451835637423104, 4.8270744068404445, 15.90684909125525, -0.42989658354352805, 0.030361888596257283, 45, 6866, 12241, -1.8222128924765155, -1.4457036240053565, 301, 296, 1029, 46.54169885656809, 1, 135, 23, 8118, 0, 12, 0, 8, 0, 2, 0.37150794408674087, 0.3435866436487276, 0, 28, 1, 129, 33.50683251530132, 30.32145147392501, 22.928066846329067, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1495.4954154842062, 1437.4030335817206, 1523.277990122315, 0, 6
DEMO_LC2_HIST_0045, 2026-01-13 11:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 67.81290721775262, -0.7590776916282356, 1630.474417688794, 1654.6089448251346, 2267.0726150442006, 2110.9859308291598, 4.76316, 2.424, 5.45, 4.54, 15.201965746241983, 2.4360202254744565, 4.856513345883073, 16.375135882720524, -0.41860227938473343, 0.025632080841573267, 45, 6874, 11876, -1.6766578618976842, -1.467888591327293, 250, 281, 1042, 29.663890315771905, 0, 135, 17, 8105, 0, 12, 0, 8, 0, 4, 0.2618489040255208, 0.4501693173666998, 0, 28, 1, 125, 32.67161582852325, 31.527832408809907, 23.290359338713916, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1664.7732608820183, 1406.7494116517998, 1585.3401327829745, 0, 6
DEMO_LC2_HIST_0046, 2026-01-16 12:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 68.43426652771889, -0.017697212361459484, 1743.6139430918302, 1775.5213821649456, 2635.0477105831233, 1642.735987802213, 4.76922, 2.4058200000000003, 5.41, 4.54, 15.2382302802948, 2.4540883121668498, 4.848782403351899, 15.95040619920824, -0.4260732560600928, 0.03186745597833794, 45, 6870, 11892, -1.8147370713539723, -1.507426918921075, 228, 279, 1040, 40.058335537067755, 0, 135, 19, 8122, 0, 12, 0, 8, 0, 4, 0.16746681122602392, 0.022662957513527333, 0, 28, 0, 98, 33.04671754613202, 31.424246891870656, 23.109593389439368, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1433.4288185278463, 1527.3654482116547, 1513.240418417359, 1, 6
DEMO_LC2_HIST_0047, 2026-02-10 14:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.20867557294223, 1.3513661987483756, 1856.4529743347705, 2053.710002723431, 2114.939002155986, 2142.8522236835292, 4.751040000000001, 2.46036, 5.43, 4.54, 15.248679840335907, 2.4429899076078128, 4.882775135889982, 16.0410610291907, -0.42970580379819956, 0.028145591371524635, 45, 6884, 11838, -1.9312280251127052, -0.8463919241968079, 251, 338, 1035, 17.65614651573809, 0, 135, 19, 8105, 0, 12, 0, 8, 0, 4, 0.09248024587021832, 0.46169694386472504, 0, 28, 1, 115, 32.33392660264894, 31.026398030593725, 22.915055163410862, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1531.196558914285, 1381.398505332749, 1340.2003775468659, 1, 6
DEMO_LC2_HIST_0048, 2026-02-16 13:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 68.20834263961801, 0.36482557008153066, 1925.1771447031201, 1946.9887798649843, 2327.889743236943, 1988.408953500064, 4.751040000000001, 2.41794, 5.41, 4.54, 15.210295464971372, 2.4507571461284035, 4.841511415409463, 16.09756479981084, -0.43915597202412743, 0.030653185296764116, 45, 6909, 11890, -1.9455315247482288, -1.0143719243668892, 253, 241, 1043, 28.1164608834288, 0, 135, 21, 8122, 0, 12, 0, 8, 0, 2, 0.11376149801447516, 0.4873121758273878, 0, 28, 1, 123, 32.84441431550046, 30.700224226551587, 23.021002810429216, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1437.192263984836, 1307.7766932546378, 1317.6611308982979, 0, 6
DEMO_LC2_HIST_0049, 2026-02-23 13:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 68.03014959210472, 0.274668456139475, 1534.2335536022642, 1807.5609088507676, 2352.0513933337124, 1504.225120960779, 4.7571, 2.38764, 5.3500000000000005, 4.54, 15.217465970438894, 2.461469337399643, 4.8438066487824845, 16.11421189419078, -0.4255612875435481, 0.02709132563578077, 45, 6850, 11897, -1.55745028211077, -1.3986263055736796, 260, 239, 1038, 29.115827085255383, 0, 135, 10, 8121, 0, 12, 0, 8, 0, 4, 0.5137327683036781, 0.18603170531780247, 0, 28, 0, 103, 33.74632538159521, 30.67895137955895, 23.303166331853188, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1587.504043514424, 1333.9200607619396, 1411.3002400565524, 0, 6
DEMO_LC2_HIST_0050, 2026-03-13 16:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 68.10807142706464, 0.9597623349255989, 1826.499553559514, 1680.1696931862098, 2662.227538124727, 1420.6896008374679, 4.76316, 2.4058200000000003, 5.33, 4.54, 15.255206400240846, 2.4573536743164874, 4.857508340186004, 16.024859735927066, -0.422710254586932, 0.03248130550640051, 45, 6803, 11957, -0.9591599604906635, -1.2108353253214355, 240, 248, 1035, 42.442416244089706, 0, 135, 14, 8122, 1, 12, 0, 8, 0, 4, 0.22380234968907226, 0.022519855432462564, 0, 28, 0, 97, 33.181462054955496, 31.617750118992895, 23.170729184115082, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1562.8888598706944, 1479.0275353193538, 1584.2150738057035, 0, 6
DEMO_LC2_HIST_0051, 2026-03-16 12:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 66.95591615105666, -1.2930947593336006, 1274.8912425851927, 1716.2303295462432, 2828.328763549801, 1287.4915121429349, 4.7571, 2.41188, 5.39, 4.54, 15.238422977185598, 2.4241086407887, 4.860935831465974, 16.266937301544267, -0.4284714610777514, 0.025510836805031373, 45, 6877, 11884, -1.9976636674990809, -1.2747309023754203, 299, 290, 1038, 52.09225412958482, 0, 135, 14, 8121, 0, 12, 0, 8, 0, 4, 0.15291465692467543, 0.18393433457891764, 0, 28, 0, 130, 33.53936212427864, 32.04680628378972, 23.00385331104336, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1555.596845194136, 1430.0535678844042, 1433.55521003322, 0, 6
DEMO_LC2_HIST_0052, 2026-03-16 16:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 70.10603989756856, 0.7196404359719181, 1306.2462589539916, 1203.9216269905887, 2525.5649539059013, 1489.9394383824344, 4.7328600000000005, 2.43006, 5.39, 4.54, 15.268787159332684, 2.4507890036472038, 4.86346989774916, 16.10052259870878, -0.41478318491852134, 0.024652067863671363, 45, 6815, 11713, -2.041410081847874, -1.5914471056744417, 316, 367, 1047, 18.93358629278657, 0, 135, 12, 8105, 0, 12, 0, 8, 0, 4, 0.19511336273253754, 0.457477135855692, 0, 28, 1, 110, 32.76678793904422, 31.615250275261097, 22.689949546621808, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1393.4319790132697, 1460.8921425861226, 1403.091577137958, 0, 6
DEMO_LC2_HIST_0053, 2026-03-29 13:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.4267124801905, -0.3130468945248253, 1619.39383495964, 1735.782425342921, 2533.715860643168, 1697.830010766191, 4.78134, 2.36946, 5.34, 4.54, 15.293786601550126, 2.4356134984813527, 4.891060634839382, 16.53701734041842, -0.4363965076619016, 0.027710957052137674, 45, 6840, 11884, -1.163056265802143, -1.2618005503197947, 298, 273, 1038, 19.31152372227158, 2, 135, 11, 8105, 0, 12, 0, 8, 0, 4, 0.2232105400776528, 0.45551975990970184, 0, 28, 0, 130, 33.079376961750015, 30.930646177166253, 23.196136482923055, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1551.1878518799622, 1578.9758706687714, 1451.7345836660934, 0, 6
DEMO_LC2_HIST_0054, 2026-04-09 11:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 67.6735081065849, 0.19605466311098085, 1715.1584079885463, 1692.2191727530183, 2535.681492559611, 1322.0260785137611, 4.76922, 2.3755200000000003, 5.4, 4.54, 15.316898182925248, 2.444425462317567, 4.849327468382905, 16.238488225610762, -0.4320544383944612, 0.02882885188967506, 45, 6870, 11920, -1.5203158836424795, -1.2169472907332517, 288, 341, 1047, 26.271037740004022, 1, 135, 15, 8122, 0, 12, 1, 8, 0, 4, 0.7601726151386036, 0.02230887217169865, 0, 28, 1, 110, 32.79105969668845, 31.84666996412437, 23.076874065568862, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1314.3900347738931, 1452.5918983506754, 1488.6319933920147, 0, 6
DEMO_LC2_HIST_0055, 2026-04-18 16:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 70.31091082142378, -0.47561828215216867, 1552.0849105985212, 1515.626801875834, 2723.394647708076, 1486.5454766476792, 4.78134, 2.41794, 5.34, 4.54, 15.349613372611445, 2.4290859381193, 4.872771470465345, 16.51720058635359, -0.4397761352433427, 0.030041537588445376, 45, 6881, 11909, -1.505597332428095, -1.2558580771510894, 225, 280, 1038, 35.81089432339244, 0, 135, 20, 8105, 1, 12, 0, 8, 0, 4, 0.2268056614323291, 0.4656002728828473, 0, 28, 0, 115, 32.53755064177931, 31.11817376810499, 22.929532762152633, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1436.9552488199959, 1502.2256968982094, 1777.542100699171, 0, 6
