experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 1550.2807381024545, 1513.473482855175, 1504.271669043355, 1583.4296383597764, 1425.1136997269334, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0088, 2025-03-20 10:30, , 88, 1459.465513225906, 1518.5163310608923, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0089, 2025-04-01 16:30, , 89, 1415.4870759491691, 1497.9104800385476, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0090, 2025-04-07 15:30, , 90, 1553.568846156331, 1509.0421532621044, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0091, 2025-04-11 17:30, , 91, 1302.317253212605, 1467.6971732522047, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0092, 2025-04-22 11:30, , 92, 1477.413733496747, 1469.6404853011134, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0093, 2025-04-26 11:30, , 93, 1565.1789566815014, 1488.748179577191, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0094, 2025-04-26 17:30, , 94, 1659.4123587444149, 1522.8810154106359, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0095, 2025-05-03 17:30, , 95, 1524.691337321181, 1523.243079792745, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0096, 2025-05-10 12:30, , 96, 1602.8038493885667, 1539.1552337119092, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0097, 2025-05-17 12:30, , 97, 1498.0865802668905, 1530.9415030229056, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0098, 2025-05-19 14:30, , 98, 1385.4398764288444, 1501.8411777040933, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0099, 2025-05-20 14:30, , 99, 1391.3796594032322, 1479.7488740439212, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0100, 2025-05-20 14:30, , 100, 1768.3855268822917, 1537.4762046115952, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0101, 2025-05-21 12:30, , 101, 1576.0468243611492, 1545.190328561506, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0102, 2025-05-26 17:30, , 102, 1332.1290840105667, 1502.5780796513181, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0103, 2025-05-28 14:30, , 103, 1394.9123317148867, 1481.044930064032, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0104, 2025-06-01 11:30, , 104, 1602.7356068878062, 1505.383065428787, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0105, 2025-06-18 12:30, , 105, 1285.400070050062, 1461.3864663530421, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0106, 2025-06-22 14:30, , 106, 1377.985653132852, 1444.706303709004, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0107, 2025-06-24 11:30, , 107, 1666.5496401340552, 1489.0749709940144, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0108, 2025-07-04 14:30, , 108, 1622.1328636483233, 1515.6865495248762, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0109, 2025-07-09 13:30, , 109, 1582.852248793857, 1529.1196893786725, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0110, 2025-07-22 17:30, , 110, 1549.8324544547525, 1533.2622423938888, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0111, 2025-07-28 17:30, , 111, 1329.4419350338637, 1492.4981809218839, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0113, 2025-07-29 13:30, , 112, 1565.2504261690337, 1507.048629971314, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0112, 2025-07-29 14:30, , 113, 1530.3942487498844, 1511.7177537270281, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0114, 2025-08-03 14:30, , 114, 1451.4348295818459, 1499.6611688979917, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0115, 2025-08-22 16:30, , 115, 1379.0449667668092, 1475.537928471755, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0116, 2025-08-23 16:30, , 116, 1439.8361410564753, 1468.3975709886993, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0117, 2025-08-26 17:30, , 117, 1643.6617888347787, 1503.4504145579153, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0118, 2025-09-03 15:30, , 118, 1472.4662652800507, 1497.2535847023426, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0119, 2025-09-05 16:30, , 119, 1610.7484137164097, 1519.952550505156, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0120, 2025-09-16 16:30, , 120, 1726.2911015280524, 1561.2202607097356, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0121, 2025-09-26 14:30, , 121, 1473.847786677536, 1543.7457659032957, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0122, 2025-09-27 12:30, , 122, 1694.6845329879457, 1573.9335193202257, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0123, 2025-09-29 12:30, , 123, 1513.8096252242892, 1561.9087405010387, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0124, 2025-10-15 13:30, , 124, 1424.38327835563, 1451.2078225716932, 1457.913958625709, 1519.5871532962817, 1396.2407639551363, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0125, 2025-10-16 12:30, , 125, 1560.4786184471295, 1473.0619817467807, 1457.913958625709, 1536.8941841447208, 1378.9337331066972, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0126, 2025-10-25 11:30, , 126, 1650.6041849509916, 1508.570422387623, 1457.913958625709, 1546.2079198892977, 1369.6199973621203, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0127, 2025-10-29 14:30, , 127, 1304.5726624366644, 1467.7708703974315, 1457.913958625709, 1551.6844766048087, 1364.1434406466094, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0128, 2025-11-08 15:30, , 128, 1359.5007003308185, 1446.1168363841089, 1457.913958625709, 1555.0275280575775, 1360.8003891938406, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0129, 2025-11-09 14:30, , 129, 1544.2194549773076, 1465.7373601027487, 1457.913958625709, 1557.1079704221138, 1358.7199468293043, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0130, 2025-11-16 10:30, , 130, 1560.751363163802, 1484.7401607149593, 1457.913958625709, 1558.4168551296614, 1357.4110621217567, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0131, 2025-11-17 15:30, , 131, 1425.723393007501, 1472.9368071734675, 1457.913958625709, 1559.2456691240136, 1356.5822481274045, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0133, 2025-11-20 10:30, , 132, 1430.139096051696, 1464.3772649491132, 1457.913958625709, 1559.7725709001857, 1356.0553463512324, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0132, 2025-11-20 12:30, , 133, 1342.3863229253668, 1439.979076544364, 1457.913958625709, 1560.1083623538143, 1355.7195548976038, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0134, 2025-11-21 10:30, , 134, 1523.5725543745268, 1456.6977721103967, 1457.913958625709, 1560.3226910610529, 1355.5052261903652, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0135, 2025-11-22 14:30, , 135, 1329.0150830023927, 1431.1612342887959, 1457.913958625709, 1560.4596263423084, 1355.3682909091096, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0136, 2025-12-03 13:30, , 136, 1535.5989497291935, 1452.0487773768755, 1457.913958625709, 1560.5471690404574, 1355.2807482109606, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0137, 2025-12-07 14:30, , 137, 1478.6973720594756, 1457.3784963133955, 1457.913958625709, 1560.6031572013076, 1355.2247600501105, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0138, 2025-12-18 16:30, , 138, 1472.3575626111972, 1460.374309572956, 1457.913958625709, 1560.638973609877, 1355.188943641541, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0139, 2025-12-20 14:30, , 139, 1261.9005559501848, 1420.679558848402, 1457.913958625709, 1560.6618895591969, 1355.1660276922212, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0140, 2025-12-31 11:30, , 140, 1583.858035667413, 1453.315254212204, 1457.913958625709, 1560.6765530849116, 1355.1513641665065, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0141, 2026-01-06 10:30, , 141, 1433.5901216998911, 1449.3702277097416, 1457.913958625709, 1560.6859366433853, 1355.1419806080328, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0142, 2026-01-11 14:30, , 142, 1478.1272073335201, 1455.1216236344972, 1457.913958625709, 1560.691941671206, 1355.135975580212, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0143, 2026-01-14 10:30, , 143, 1458.8026554394787, 1455.8578299954936, 1457.913958625709, 1560.6957847048882, 1355.1321325465299, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0144, 2026-01-20 16:30, , 144, 1564.5840851354374, 1477.6030810234824, 1457.913958625709, 1560.6982441710372, 1355.1296730803808, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0145, 2026-01-22 11:30, , 145, 1514.2469148602004, 1484.9318477908262, 1457.913958625709, 1560.6998181984882, 1355.1280990529299, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0146, 2026-02-02 10:30, , 146, 1393.0357684417306, 1466.552631921007, 1457.913958625709, 1560.7008255634069, 1355.1270916880112, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0147, 2026-02-04 14:30, , 147, 1511.618626047707, 1475.565830746347, 1457.913958625709, 1560.7014702717738, 1355.1264469796442, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0148, 2026-02-16 10:30, , 148, 1252.0891855674554, 1430.8705017105688, 1457.913958625709, 1560.7018828830064, 1355.1260343684116, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0149, 2026-02-21 15:30, , 149, 1443.443819255097, 1433.3851652194744, 1457.913958625709, 1560.702146953326, 1355.125770298092, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0150, 2026-02-23 16:30, , 150, 1602.0201654808025, 1467.11216527174, 1457.913958625709, 1560.7023159579744, 1355.1256012934437, , , , extracted 2025-09-29, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
