experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.465-510, bg_median.533-580, plateau_median.465-510, plateau_median.533-580, heat_rate, cool_rate, overshoot, settling, transition.95→60 °C, transition.60→72 °C, transition.72→95 °C, transition.72→40 °C, hold_temp.mean, hold_temp.sd, hold_temp.n, lamp_ref.465-510, lamp_ref.533-580, lamp_drift.465-510, lamp_drift.533-580, exposure.465-510, exposure.533-580, chan_switch, cycle_sd, invalid_acq.bad, invalid_acq.n, templog_late.bad, templog_late.n, pc_amplitude.35S | DEMO-CRM, pc_amplitude.T-NOS | DEMO-CRM, pc_amplitude.HMG | DEMO-CRM, pc_cq.35S | DEMO-CRM, pc_cq.T-NOS | DEMO-CRM, pc_cq.HMG | DEMO-CRM, pc_batch.35S | DEMO-CRM, pc_batch.T-NOS | DEMO-CRM, pc_batch.HMG | DEMO-CRM, ntc_rate.bad, ntc_rate.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, call_disagree.bad, call_disagree.n, rep_sd, rowcol, manual_rate.bad, manual_rate.n, copied.count, findings.count
DEMO_LC1_HIST_0031, 2024-06-19 13:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.59331527083711, -0.13364226380930797, 1936.5753834969935, 1056.7792252390327, 2297.985181303807, 1284.789043289554, 4.8540600000000005, 2.44824, 5.28, 4.95, 15.471053365206204, 2.425424970841062, 4.982547146147144, 16.826537866394354, -0.48869091424752137, 0.030311574998184015, 45, 7064, 20711, 0.4672827794000391, -3.162225931578377, 268, 121, 1045, 40.49002800856097, 0, 90, 26, 12702, 1502.4717454817626, 1480.086436111486, 1474.100769678335, 33.49725072461086, 30.510594438414717, 23.38089935026541, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 2, 12, 1, 24, 4, 12, 0.22822929836420727, 0.2204007280011893, 1, 60, 0, 67
DEMO_LC1_HIST_0032, 2024-06-20 16:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.57442618355144, -0.4774994582994993, 1508.6462372083129, 1219.9427824984214, 2136.1598722641, 1293.6299588175884, 4.88436, 2.424, 5.2700000000000005, 4.95, 15.437146313140172, 2.4140903141466303, 4.968485163886642, 16.57122465060044, -0.4912860248916205, 0.035583579073059965, 45, 7070, 21067, 0.5406199376919822, -3.351955731138459, 256, 110, 1048, 37.218581057097275, 0, 90, 29, 12669, 1516.044324416336, 1606.160013095874, 1623.884053343167, 33.29977982735289, 30.864220813872727, 23.076810059586315, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1, 6, 0, 12, 0, 24, 13, 24, 0.24133079889054426, 0.20662147410210896, 0, 60, 1, 101
DEMO_LC1_HIST_0033, 2024-06-20 14:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.60714385236086, -0.2571626113908673, 1631.0435984275487, 1266.1272306596798, 2759.130418621332, 1355.6935712216718, 4.872240000000001, 2.35734, 5.3, 4.95, 15.453623024961267, 2.41285275153428, 4.960643485389419, 17.094074584508913, -0.4779027093631019, 0.03484911127861514, 45, 7048, 20882, 0.4729996371823141, -2.717442709476142, 201, 94, 1049, 42.303085811622076, 0, 90, 25, 12669, 1442.2311325190594, 1526.346606670656, 1634.0269023244164, 33.28631614347081, 31.22169294181961, 23.019937955665576, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 7, 22, 0.23768350741188884, 0.43790467595283694, 0, 60, 0, 117
DEMO_LC1_HIST_0034, 2024-06-26 12:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.56771663420409, -0.1468384865027138, 1731.9636483023485, 1589.5010211471379, 2196.3939268524055, 2055.2887283030477, 4.89648, 2.4058200000000003, 5.37, 4.95, 15.500652881335844, 2.410248997728146, 5.009995206913836, 17.109871466675322, -0.5177460517664392, 0.03090581649055163, 45, 7077, 20633, 0.21970304861965914, -3.5849286525067776, 259, 76, 1049, 45.14762025143357, 0, 90, 18, 12670, 1639.4227714275332, 1612.8435763784285, 1687.9490354448894, 33.405136268505444, 30.94300349137322, 23.196744273799993, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 3, 14, 0.13631039715859267, 0.9111442359245048, 0, 60, 0, 99
DEMO_LC1_HIST_0035, 2024-06-26 15:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.50696734448745, 0.5693356876377869, 1814.9828438109466, 1471.8957495071797, 2981.736843594065, 1070.3220416613153, 4.89648, 2.38158, 5.3, 4.95, 15.471178191586358, 2.410034351436735, 4.9735145180197335, 16.977972217067595, -0.5047369166096486, 0.03632383499349083, 45, 7059, 20757, 0.5083543690019025, -2.7870313492061536, 253, 137, 1050, 56.54765588573374, 1, 90, 27, 12628, 1688.2281187555582, 1310.0371377083745, 1580.734132287891, 33.020869096511284, 31.054844873753705, 23.267344502575927, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 4, 14, 0.2822888843316961, 0.2902264446096799, 0, 60, 1, 87
DEMO_LC1_HIST_0036, 2024-06-27 12:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.48184713635759, -0.9705352191420883, 1853.3479516187376, 1456.1320473942249, 2498.9877650710227, 934.7941599077187, 4.8783, 2.3755200000000003, 5.17, 4.95, 15.462760141539787, 2.413753930436227, 5.029364337296529, 17.110181982276405, -0.49551843219210645, 0.035851918881114594, 45, 7121, 20837, 0.401169509963445, -3.652189869539148, 241, 149, 1047, 31.699891333118657, 1, 90, 24, 12702, 1443.7324786475972, 1470.4754547174487, 1404.9873109255545, 32.92407301638739, 31.091884852536733, 22.131796310866626, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 14, 0.11600811164891142, 0.874707836283925, 0, 60, 0, 109
DEMO_LC1_HIST_0037, 2024-06-29 16:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.61745609658196, -0.9775075974927308, 1716.8967011660889, 866.2547967845339, 2584.3612394945644, 1265.7000811580015, 4.89648, 2.41188, 5.38, 4.95, 15.449788732422464, 2.4208030383386783, 4.97296974611736, 16.723505149829524, -0.5157628336150202, 0.04012637191098873, 45, 7078, 20475, 0.5463761221839354, -2.5484526204944573, 236, 118, 1051, 31.26561751741933, 0, 90, 23, 12670, 1697.0736876485066, 1741.9710896252136, 1430.2148288878677, 33.34928575937345, 31.158923291181935, 22.537081179096106, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 3, 14, 0.34958569096151865, 0.21629158296284914, 0, 60, 0, 87
DEMO_LC1_HIST_0038, 2024-07-03 15:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.58448272678088, -0.5409816074926831, 1638.1331156656834, 855.9223147659436, 2636.9726897969563, 1365.2587273690287, 4.86618, 2.4058200000000003, 5.3, 4.95, 15.519353055971097, 2.4216875692623416, 4.994890968067128, 17.11601073675883, -0.4826826318447053, 0.03550786867732182, 45, 7050, 20882, 0.33540948787444236, -3.6855929454528575, 242, 103, 1046, 51.79724518051346, 1, 90, 24, 12688, 1367.1310045629941, 1445.4104153627848, 1578.9659869090597, 33.20881682653011, 31.35212243528517, 23.328997329914415, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 1, 8, 0.21474874786422327, 0.5635957360496505, 0, 60, 0, 96
DEMO_LC1_HIST_0039, 2024-07-04 15:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.51631501334238, -0.35962952196708936, 1886.523481891232, 1244.8435106931247, 2512.751409683182, 1136.502166574755, 4.90254, 2.41794, 5.17, 4.95, 15.483018257294875, 2.4234322444050203, 4.965504023073969, 17.080264283792577, -0.5090234400061675, 0.038092964137907075, 45, 7072, 20747, 0.2863212881582343, -2.5822952289582237, 243, 129, 1046, 27.56181939014861, 0, 90, 26, 12669, 1522.557055154496, 1719.1703534854792, 1425.9111228646607, 32.799533689568186, 31.084300631731328, 22.7516843608564, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 14, 0.37936751420486425, 0.3027868625609662, 0, 60, 0, 81
DEMO_LC1_HIST_0040, 2024-07-07 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.52559084678253, -0.490695286904306, 1577.4320215775808, 1254.4454178211397, 2693.4931407355857, 1713.0928905733927, 4.88436, 2.38158, 5.38, 4.95, 15.443686645182765, 2.418725112517509, 4.926510772695743, 17.013410444821005, -0.4935961193782047, 0.028940776510514774, 45, 7091, 20890, 0.45243176166614085, -2.5587570882375736, 250, 114, 1046, 25.186919326435298, 1, 90, 32, 12624, 1601.7633228762031, 1517.7009684633665, 1366.9945027549227, 33.14205034072965, 31.19857373395653, 23.23039910266982, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 0, 8, 0.28771259733389676, 0.8719785639528274, 0, 60, 0, 93
DEMO_LC1_HIST_0041, 2024-07-18 12:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.53135304167212, 0.06385728823826216, 1606.062240476005, 1128.0651419035385, 2412.6532581936226, 1310.2110226931932, 4.89648, 2.4361200000000003, 5.43, 4.95, 15.447421894777493, 2.417491936242032, 4.962839878285902, 16.777130019118385, -0.5013987296660675, 0.031165842057221938, 45, 7068, 20614, 0.48413134139123387, -2.7253754128767556, 220, 116, 1043, 31.713188971936834, 0, 90, 23, 12663, 1573.5437034468646, 1542.556772818201, 1542.6627246989644, 33.561039401179784, 30.865424014492834, 23.186628021841493, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1, 6, 1, 12, 0, 24, 10, 24, 0.1924550875077563, 0.4132773675420497, 0, 60, 0, 100
DEMO_LC1_HIST_0042, 2024-07-30 17:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.52378684358074, -0.2164992777596661, 1751.7803925173928, 1832.4439888644822, 2772.702777879321, 1371.8663994816272, 4.88436, 2.3452200000000003, 5.25, 4.95, 15.467028733459058, 2.4079955830382453, 4.980919315897994, 17.326694155655495, -0.49036281843233576, 0.026636961845939385, 45, 7064, 21008, 0.36483917756385126, -3.6458522395965858, 288, 116, 1045, 43.6133510104618, 0, 90, 24, 12624, 1500.8105192119374, 1432.4915277444743, 1436.1220849479994, 33.1486816503205, 30.64783612273452, 22.914602847181158, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 3, 10, 0.23854693762349408, 0.5282495609641175, 0, 60, 0, 89
DEMO_LC1_HIST_0043, 2024-07-31 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.51438115675943, 1.2279695307528942, 1531.75830446609, 1290.6526112215354, 2705.7037178041446, 1530.9753035602603, 4.89648, 2.36946, 5.32, 4.95, 15.4829000919692, 2.4230009234599565, 4.953778229211336, 16.907955692236154, -0.4966181972478235, 0.03725194423500258, 45, 7069, 21092, 0.13661581690969837, -3.996215800531134, 248, 111, 1044, 27.365408878519208, 1, 90, 28, 12666, 1589.8426541241597, 1444.2797851251576, 1428.5138453299503, 33.335729687246285, 30.922524477296644, 22.59241676270245, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 2, 14, 0.15294971674783794, 0.3358120806305479, 0, 60, 0, 91
DEMO_LC1_HIST_0044, 2024-08-01 17:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.51645577364764, -1.2606352065572606, 1783.2842464119833, 1488.0384276783911, 2425.7989110078984, 1276.5201403383344, 4.89648, 2.3937, 5.21, 4.95, 15.538498681721931, 2.426804962126302, 4.9893288019388455, 17.071169183349394, -0.5113535036931299, 0.03731300568790651, 45, 7069, 21024, 0.4854829642481453, -2.222135503203353, 252, 91, 1046, 29.630725821459922, 1, 90, 23, 12669, 1438.8508469045742, 1503.1677747372073, 1446.253379751867, 33.45937852059939, 31.616912230842576, 22.961832412092672, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 12, 22, 0.16256611537012977, 0.42971374587249506, 0, 60, 0, 88
DEMO_LC1_HIST_0045, 2024-08-01 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.59095728686033, -1.1443845304773754, 1523.2934623169717, 1325.8380470007799, 2941.629112168969, 1558.5333431167032, 4.872240000000001, 2.38158, 5.34, 4.95, 15.540259205022782, 2.4109042773524987, 4.947694879437215, 17.0416033763673, -0.5039138431560367, 0.026525597224431766, 45, 7078, 20687, 0.5112414062413853, -2.2081138846631707, 296, 128, 1047, 35.12385561784408, 0, 90, 28, 12624, 1357.3111538089317, 1583.140185874177, 1443.1032753413929, 33.1718352429944, 30.588679780929215, 23.1518410344253, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 8, 16, 0.32090104792787427, 0.22622129935216384, 0, 60, 0, 89
DEMO_LC1_HIST_0046, 2024-08-02 12:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.51344684064783, -0.34760303150230615, 1683.7445939326637, 1029.4655847963231, 2614.7452091421615, 1106.965566193487, 4.8783, 2.4058200000000003, 5.38, 4.95, 15.465613068510724, 2.4085675348856688, 4.989789734973027, 16.886235337383788, -0.5059572569902192, 0.029785678782587928, 45, 7045, 20838, 0.5125373434616428, -3.0420595647425652, 262, 121, 1045, 28.732668972071483, 0, 90, 29, 12669, 1463.0973756537471, 1748.3463697041398, 1472.2216965894336, 33.29873255637995, 30.685131399930295, 23.107840581254848, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 11, 24, 0.15764590342358223, 0.20623373869667735, 0, 60, 0, 78
DEMO_LC1_HIST_0047, 2024-08-02 11:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.53834165359535, 0.5372682289384235, 1823.9829847438118, 1649.329147387811, 3436.1649244380815, 1627.6811302892156, 4.9146600000000005, 2.38764, 5.33, 4.95, 15.501583320436206, 2.416811378994193, 4.950030055353611, 16.988090136024784, -0.5070246330152287, 0.025889375443635586, 45, 7061, 20777, 0.5051534014559979, -2.377062304099684, 273, 133, 1048, 52.62580604828242, 1, 90, 24, 12654, 1387.4762013853142, 1390.2472587520017, 1403.2350811560184, 32.67373448329509, 31.142998441752454, 23.111620948166028, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 6, 12, 0.416510709269252, 0.4006899475181557, 0, 60, 1, 109
DEMO_LC1_HIST_0048, 2024-08-03 11:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.61754410681706, 1.0594325715569683, 1475.0216613248258, 1636.8259382945419, 2825.078313913338, 1332.0053018652156, 4.9086, 2.39976, 5.25, 4.95, 15.466629524733124, 2.4174931672480526, 5.011237270928499, 16.94674553906065, -0.4993142286343111, 0.030163590376782082, 45, 7060, 21115, 0.4560470510095164, -3.3847181435667566, 211, 133, 1049, 54.601308347162984, 0, 90, 25, 12669, 1453.9964717137086, 1376.4619554506758, 1695.4013705231962, 32.67205345595673, 31.000980684260224, 23.407302370856538, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 22, 0.20294231248710629, 0.4384420367685386, 0, 60, 1, 110
DEMO_LC1_HIST_0049, 2024-08-09 16:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.5703941760641, -0.021677779270516444, 1653.549536231628, 1345.5746387043775, 2691.456947652377, 1547.124778770937, 4.890420000000001, 2.38158, 5.3500000000000005, 4.95, 15.485606319496686, 2.425072954200162, 4.976594061667252, 16.89167236196226, -0.5053050804524569, 0.028949664728644783, 45, 7038, 20808, 0.2990281567994925, -2.8050095489690463, 246, 123, 1049, 27.930137426411864, 0, 90, 35, 12647, 1451.262850378909, 1448.7816788671248, 1448.7636129800005, 32.85575001796288, 30.534067058976408, 22.996422972169803, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 10, 0.42358366879877274, 0.779682183157977, 0, 60, 0, 98
DEMO_LC1_HIST_0050, 2024-08-11 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.47180130532423, 0.5072205238948766, 1773.1538888096634, 1254.265751565381, 2154.0919354352636, 1343.853690917567, 4.90254, 2.38764, 5.16, 4.95, 15.45563388705107, 2.41725797846979, 4.9585085012599865, 16.8219057421727, -0.5085539942198166, 0.0335671073809105, 45, 7062, 20850, 0.7534115702743576, -2.656470674792479, 257, 133, 1047, 29.065944572923563, 0, 90, 19, 12670, 1418.567316227476, 1542.8173456402988, 1544.7277385096443, 33.00890559590341, 30.466168247123182, 23.537295222596835, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 14, 0.1808065532246157, 0.45105940664940347, 0, 60, 0, 91
DEMO_LC1_HIST_0051, 2024-08-20 13:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.49421207202131, 0.052655028314438704, 2010.2871632156891, 1854.2892190823286, 3129.6726234512607, 1416.6524986711488, 4.890420000000001, 2.36946, 5.16, 4.95, 15.438767150390342, 2.424758325857378, 4.9843780874343295, 16.505924721629714, -0.4911158082576434, 0.032258122361942566, 45, 7051, 20551, 0.6008091631429515, -2.0240927632182952, 213, 141, 1050, 36.75385347386475, 1, 90, 25, 12623, 1472.2602839379645, 1394.9863902351224, 1430.0412245618893, 32.92164113080767, 31.353757136111025, 23.474824477755696, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 4, 16, 0.14014256268537234, 0.5040180642524038, 0, 60, 1, 87
DEMO_LC1_HIST_0052, 2024-08-27 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.56328618455686, 0.1319460618092737, 1759.871079929765, 1354.5746616381864, 2206.375905330812, 1770.1120556883886, 4.88436, 2.4058200000000003, 5.32, 4.95, 15.39701753985401, 2.4206921022758174, 4.980943326582351, 16.898801045762514, -0.49523675649500526, 0.040934967724222934, 45, 7079, 20697, 0.19687130214424522, -2.7017916419973385, 255, 128, 1044, 73.21240187386262, 0, 90, 18, 12624, 1392.394770403243, 1505.2542674396032, 1782.8528733696435, 32.84452906002185, 31.52827441706469, 22.9164815636382, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 2, 10, 0.1682946754390725, 0.5253022637163619, 0, 60, 1, 107
DEMO_LC1_HIST_0053, 2024-09-03 14:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.56358349153312, -0.6902683992200072, 1670.245352231592, 1319.9251798310272, 2588.2781394184894, 1422.9048466762235, 4.88436, 2.35734, 5.28, 4.95, 15.486574389636768, 2.4091796145190725, 4.9619647236084985, 17.010662479407724, -0.5155232527490978, 0.03501448944377981, 45, 7037, 20713, 0.14410080566545952, -2.4704551777578954, 248, 115, 1051, 43.27542204230826, 0, 90, 29, 12666, 1605.580891448066, 1513.2169442503334, 1515.6942506112887, 32.94412888554595, 31.4897678856812, 22.99866795600284, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 14, 0.10799923989459002, 0.3298672397263621, 2, 60, 0, 88
DEMO_LC1_HIST_0054, 2024-09-06 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.58894566231186, -0.7518064168137824, 1752.4778353394206, 1563.234604126241, 2811.091604316927, 1575.7785132257318, 4.890420000000001, 2.4058200000000003, 5.3, 4.95, 15.420272406590593, 2.4092504670653985, 4.975558303376534, 16.940113998183048, -0.5028510767577522, 0.03184181067240947, 45, 7041, 20736, 0.1862529514882663, -2.785731655439049, 272, 133, 1051, 50.22885900961388, 0, 90, 20, 12648, 1479.5347552494486, 1461.2549750257392, 1502.0662490031466, 32.674469945149404, 30.955500193517153, 23.378371345409573, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 4, 14, 0.558031021286755, 0.6696499437680691, 0, 60, 1, 109
DEMO_LC1_HIST_0055, 2024-09-09 17:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.48353706689315, 0.20275199341715394, 1733.319468836256, 1102.628968474449, 2739.2827000250613, 703.2653196218423, 4.890420000000001, 2.36946, 5.28, 4.95, 15.442238881946396, 2.412279284344539, 4.957754243705265, 16.94005609133281, -0.5022141268350112, 0.04064399595140652, 45, 7088, 20959, 0.40544262950230053, -2.9253726419581962, 237, 116, 1045, 32.403059516800376, 0, 90, 23, 12663, 1533.2422707165636, 1513.9991701950255, 1438.6804420261367, 32.80193865069277, 31.525061165116856, 23.354422473084362, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 7, 24, 0.5242031843244899, 0.42910518391598496, 0, 60, 0, 107
DEMO_LC1_HIST_0056, 2024-09-09 16:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.60158067264268, -0.2617794213853806, 1618.5511772716454, 1682.2798924308693, 2884.870009512276, 985.7800577835951, 4.890420000000001, 2.3331, 5.3, 4.95, 15.423232938143585, 2.427002268979294, 4.961252301634442, 17.098511656012533, -0.5005858890424689, 0.029290700105646644, 45, 7044, 20587, 0.7670350941916184, -2.4037884410863533, 248, 115, 1045, 43.54491315112052, 0, 90, 21, 12666, 1384.1054630086328, 1658.5795746030399, 1579.5934924613823, 32.682724742658884, 31.406515188208232, 23.06787243331258, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 14, 0.27566850693666667, 0.3394186719872723, 1, 60, 1, 100
DEMO_LC1_HIST_0057, 2024-09-16 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.46528454073774, -0.16137730034675984, 1272.068023977167, 878.2442107789659, 2357.0885062548546, 1194.5661489433999, 4.88436, 2.424, 5.19, 4.95, 15.43133405262601, 2.4250997147261066, 4.950539507100871, 17.097203584879363, -0.4955458659409338, 0.03665338821075198, 45, 7095, 20965, 0.4677135178620981, -3.3424023374740233, 262, 137, 1046, 53.05101150722025, 0, 90, 21, 12623, 1410.3796435024287, 1576.25014117872, 1369.991406445606, 33.41477624143634, 31.283914677643605, 23.516428914144605, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 2, 6, 0, 12, 0, 24, 0, 10, 0.25182549069770727, 0.30704623305852574, 0, 60, 0, 105
DEMO_LC1_HIST_0058, 2024-09-26 16:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.5511276397926, -1.7208147806393448, 1747.6170065305375, 1291.9543102940793, 2208.8177548012136, 1213.4472794457586, 4.90254, 2.38158, 5.2, 4.95, 15.406063929965592, 2.4151918946166253, 4.9378214012197486, 16.854871018789197, -0.5143299904187043, 0.03223090795994331, 45, 7070, 20813, 0.35534007395678635, -2.3845004414334627, 219, 110, 1043, 40.8916084675402, 1, 90, 26, 12669, 1540.0346189426807, 1577.3816282077325, 1352.3980612875537, 32.93139123387343, 30.75960698064758, 22.666072210879175, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 6, 14, 0.2609428212909006, 0.2962401519941041, 0, 60, 1, 109
DEMO_LC1_HIST_0059, 2024-09-29 16:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.43944709169318, -1.546299125664321, 1678.7374308065941, 1233.487094131864, 2569.720578903424, 463.80712580950615, 4.872240000000001, 2.33916, 5.28, 4.95, 15.436102751232248, 2.4160958291674124, 4.951885300091935, 16.95644706074665, -0.5024001880975127, 0.03796348910270583, 45, 7031, 20975, 0.2621652894381454, -3.5334198582584104, 285, 95, 1047, 29.625729021480886, 0, 90, 26, 12663, 1358.878303102237, 1571.7764846031275, 1538.1443698939393, 32.579522040190895, 31.558461287945633, 22.686668154212384, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 2, 6, 0, 12, 0, 24, 3, 24, 0.196936865257813, 0.42020959683595327, 0, 60, 0, 80
DEMO_LC1_HIST_0060, 2024-10-18 16:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.52177986259919, -0.10877840855396348, 1801.1727534242261, 1157.925870615637, 2296.6316280623237, 1454.6099972721613, 4.89648, 2.39976, 5.25, 4.95, 15.331820879448493, 2.413213185468332, 4.898030040452385, 16.752427626010963, -0.4848137660341336, 0.03712234830544597, 45, 7055, 20724, 0.5852184064075819, -1.9247307193339427, 243, 115, 1046, 30.238939902794147, 0, 90, 29, 12624, 1504.8946328169357, 1331.7980090580024, 1667.0371928185048, 32.9251974170946, 31.028690327868414, 23.187411904398356, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 16, 0.2792445396261031, 0.22999445448440714, 0, 60, 0, 82
DEMO_LC1_HIST_0061, 2024-10-22 11:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.59083710024508, -1.1188241105863521, 1752.0674279126492, 1229.5666533678127, 2810.250762401842, 1222.8129671730271, 4.89648, 2.3937, 5.12, 4.95, 15.350983510016308, 2.4130904102687305, 4.928908812250247, 16.832033341668396, -0.49571189844182334, 0.039081273113227885, 45, 7134, 20797, 0.3822826273594034, -2.3463572251209537, 227, 135, 1051, 45.723513657044435, 1, 90, 21, 12702, 1437.0879596447762, 1620.964572715421, 1497.42775957747, 33.15439603045688, 30.681877143331224, 23.048631518731273, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 1, 24, 9, 14, 0.17684699369167137, 0.8817489274634218, 0, 60, 1, 81
DEMO_LC1_HIST_0062, 2024-10-28 10:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.6052976004138, 1.0844800203937053, 2045.9061617251402, 1082.7223090617294, 2175.4203233803732, 1403.2744527794919, 4.89648, 2.35128, 5.29, 4.95, 15.322620577138675, 2.4149481522465477, 4.91424612729102, 16.6855701038992, -0.49656288131932036, 0.03170908741270944, 45, 7072, 20841, 0.35335294473105894, -3.4705510124383783, 223, 104, 1050, 49.30928723478675, 0, 90, 24, 12669, 1542.7249555086366, 1732.0932866008675, 1369.5864437677765, 32.966965716274856, 31.733888360613037, 22.799218411047754, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 4, 14, 0.1380147874299712, 0.5976966475941019, 0, 60, 1, 86
